1
18198
1 8457.78 0
311 25299.4 0
1591 26004.9 0
2871 30544.4 0
4151 26146 0
5431 59653.2 0
6711 30262.2 0
7991 60217.7 0
9271 27415.9 0
10551 60217.7 0
11831 26287.1 0
13111 26710.4 0
14391 25675.4 0
15671 29133.3 0
16951 33240.6 0
2 8457.78 0
312 27424 0
1592 26098.8 0
2872 26992.6 0
4152 27706.2 0
5432 39516.6 0
6712 29412.3 0
7992 30967.7 0
9272 42155.2 0
10552 30967.7 0
11832 27133.7 0
13112 36553.4 0
14392 25440.5 0
15672 30967.7 0
16952 33532.4 0
3 8457.78 0
313 37323.9 0
1593 37323.9 0
2873 38311.6 0
4153 26992.6 0
5433 37400 0
6713 27988.4 0
7993 29133.3 0
9273 30121.1 0
10553 37964.5 0
11833 30685.5 0
13113 41449.7 0
14393 25534.3 0
15673 26004.9 0
16953 40398.6 0
314 36553.4 0
1594 37400 0
2874 53237.6 0
4154 26851.5 0
5434 31955.4 0
6714 25299.4 0
7994 25158.3 0
9274 37541.1 0
10554 31108.8 0
11834 37258.9 0
13114 29133.3 0
14394 24311.6 0
15674 27133.7 0
16954 35283 0
18189 19416.8 0
315 37258.9 0
1595 31955.4 0
2875 38387.8 0
4155 31108.8 0
5435 31108.8 0
6715 36618.3 0
7995 32321.9 0
9275 53519.8 0
10555 27274.8 0
11835 38105.6 0
13115 29838.9 0
14395 38170.5 0
15675 42155.2 0
16955 19105.7 0
18190 19562.7 0
316 31249.9 0
1596 53802 0
2876 38246.7 0
4156 31898.5 0
5436 25299.4 0
6716 56483 0
7996 27274.8 0
9276 26287.1 0
10556 26992.6 0
11836 39017.1 0
13116 27415.9 0
14396 38670 0
15676 38170.5 0
16956 35866.6 0
18191 20292.1 0
317 25957.7 0
1597 30121.1 0
2877 38170.5 0
4157 41026.4 0
5437 27415.9 0
6717 27133.7 0
7997 31108.8 0
9277 30967.7 0
10557 29838.9 0
11837 29697.7 0
13117 29415.5 0
14397 27415.9 0
15677 51262.1 0
16957 35283 0
18192 19854.4 0
318 27415.9 0
1598 28706.8 0
2878 39192 0
4158 38246.7 0
5438 26287.1 0
6718 25957.7 0
7998 25581.6 0
9278 25581.6 0
10558 26569.3 0
11838 25534.3 0
13118 37088.3 0
14398 38105.6 0
15678 30967.7 0
16958 35866.6 0
18193 20000.3 0
319 29980 0
1599 39299.3 0
2879 25158.3 0
4159 37400 0
5439 27415.9 0
6719 25111 0
7999 25299.4 0
9279 36553.4 0
10559 37606.1 0
11839 39897.5 0
13119 26992.6 0
14399 27706.2 0
15679 26287.1 0
16959 37626.8 0
18194 19562.7 0
320 36553.4 0
1600 27988.4 0
2880 31814.3 0
4160 30262.2 0
5440 30259 0
6720 27274.8 0
8000 26146 0
9280 37400 0
10560 29980 0
11840 38358.2 0
13120 29415.5 0
14400 31532.1 0
15680 41590.8 0
16960 36751.5 0
18195 20292.1 0
321 28989 0
1601 32519.9 0
2881 24735 0
4161 30262.2 0
5441 38217.1 0
6721 27415.9 0
8001 32463 0
