1
13127
6 8408.48 0
8 21382.4 0
1835 22191.7 0
3673 22944.8 0
4301 5567.62 0
5451 19098.8 0
7260 20573.1 0
8897 5365.3 0
9031 23147.1 0
10861 21180.1 0
12687 18390.6 0
7 8813.13 0
9 23046 0
1836 21584.7 0
3675 12667.5 0
4305 9116.62 0
5452 22439 0
7261 20110.4 0
8901 8463.23 0
9032 22394 0
10862 19098.8 0
12690 21989.4 0
10 22439 0
14 5668.78 0
1838 19525.1 0
3676 12768.6 0
4306 9015.45 0
5453 19199.9 0
7262 21078.9 0
8907 9015.45 0
9034 20977.8 0
10864 12262.8 0
12691 18896.4 0
11 20211.5 0
21 5769.94 0
1839 19604.6 0
3679 19402.3 0
4307 8813.13 0
5455 19604.6 0
7264 19503.4 0
8909 8463.23 0
9035 12768.6 0
10866 19828.5 0
12692 22292.9 0
12 19322.7 0
24 7856.25 0
1841 19806.9 0
3680 21989.4 0
4314 7755.09 0
5456 22337.8 0
7265 20110.4 0
8910 5567.62 0
9036 12060.5 0
10867 18997.6 0
12695 12262.8 0
13 19604.6 0
25 5365.3 0
1842 21281.2 0
3681 22697.5 0
4318 5769.94 0
5457 22540.1 0
7266 20471.9 0
8912 8058.58 0
9038 12869.8 0
10868 22337.8 0
12696 21989.4 0
15 18188.3 0
33 7755.09 0
1843 21933.2 0
3683 11858.2 0
4321 7755.09 0
5458 20132 0
7267 18896.4 0
8923 8813.13 0
9039 19098.8 0
10869 21281.2 0
12697 21832 0
16 20009.2 0
35 8260.9 0
1845 21528.5 0
3684 21685.9 0
4322 8813.13 0
5459 20030.9 0
7268 21326.2 0
8925 8813.13 0
9040 12161.7 0
10870 19604.6 0
12698 12060.5 0
17 21078.9 0
37 7856.25 0
1847 11757 0
3686 22439 0
4325 8260.9 0
5460 23349.4 0
7269 12161.7 0
8934 7755.09 0
9041 21528.5 0
10871 18997.6 0
12699 20132 0
18 21685.9 0
39 8307.32 0
1848 23754.1 0
3688 12971 0
4329 9116.62 0
5462 12465.2 0
7270 21382.4 0
8938 8610.81 0
9046 20977.8 0
10872 12667.5 0
12700 19806.9 0
19 11757 0
45 5365.3 0
1849 12566.3 0
3689 19322.7 0
4335 7856.25 0
5463 12465.2 0
7271 18896.4 0
8940 8509.64 0
9047 12364 0
10873 22540.1 0
12701 12566.3 0
20 23102.2 0
46 8813.13 0
1850 21584.7 0
3691 20515 0
4336 6174.59 0
5464 21281.2 0
7272 20030.9 0
8941 7957.42 0
9049 21078.9 0
10876 12364 0
12702 18997.6 0
22 21382.4 0
52 8867.87 0
1853 22596.3 0
3692 17986 0
4342 7856.25 0
5465 21382.4 0
7273 22843.6 0
8944 8260.9 0
9051 21382.4 0
10878 19402.3 0
12703 22742.5 0
23 19322.7 0
53 8813.13 0
1854 20334.4 0
3693 22292.9 0
4352 5567.62 0
5466 21180.1 0
7275 12566.3 0
8948 8058.58 0
9052 12161.7 0
10879 19098.8 0
12704 21483.6 0
26 19908.1 0
57 8813.13 0
1855 21180.1 0
3694 12262.8 0
4359 8058.58 0
5467 22034.3 0
7276 20775.4 0
8949 8260.9 0
9053 20413.9 0
10881 21730.8 0
12705 18188.3 0
27 21382.4 0
59 8058.58 0
1856 20312.7 0
3695 18997.6 0
