1
31346
1 2757.83 0
2561 6080.07 0
5121 1648.65 0
7681 1590 0
10241 2215.03 0
12801 9113.25 0
15361 6091.34 0
17921 10123.5 0
20481 3549.13 0
23041 1416.56 0
25601 3727.88 0
28161 7183.89 0
30721 3946.57 0
2 3085.32 0
2562 1809.85 0
5122 1734.32 0
7682 1615.04 0
10242 2574.39 0
12802 8818.33 0
15362 8818.33 0
17922 14096.8 0
20482 5466.91 0
23042 3145.12 0
25602 4500.24 0
28162 6553.62 0
30722 5706.65 0
3 6263.34 0
2563 1784.81 0
5123 1623.27 0
7683 1682.92 0
10243 3220.59 0
12803 5143.35 0
15363 9449.76 0
17923 9472.86 0
20483 2480.3 0
23043 5364.76 0
25603 4992.39 0
28163 5316.18 0
30723 5655.9 0
4 4039.93 0
2564 2027.57 0
5124 2528.93 0
7684 2438.21 0
10244 2334.31 0
12804 5065.78 0
15364 5626.55 0
17924 10226.8 0
20484 2395.29 0
23044 5151.7 0
25604 5466.91 0
28164 5495.44 0
30724 6970.7 0
5 3085.32 0
2565 2124.21 0
5125 9133.69 0
7685 2521.87 0
10245 3054.61 0
12805 6150.66 0
15365 5564.27 0
17925 8818.33 0
20485 1888.82 0
23045 5780.27 0
25605 7008.05 0
28165 3197.22 0
30725 4326.46 0
6 6070.28 0
2566 4797.97 0
5126 5007.15 0
7686 8516.49 0
10246 1996.94 0
12806 5105.99 0
15366 10786.6 0
17926 6161.91 0
20486 4682.8 0
23046 7230.49 0
25606 5628.7 0
28166 7128.67 0
30726 5408.81 0
7 6486.02 0
2567 2095.45 0
5127 4443.08 0
7687 2376.04 0
10247 2189.99 0
12807 7583.55 0
15367 5105.99 0
17927 4979.13 0
20487 4972.98 0
23047 4608.54 0
25607 4932.75 0
28167 5039.62 0
30727 4224.46 0
8 6486.02 0
2568 1980.21 0
5128 2936.79 0
7688 3679.81 0
10248 3408.41 0
12808 10576.6 0
15368 6091.34 0
17928 14422.5 0
20488 3680.4 0
23048 2889.69 0
25608 5366.64 0
28168 9774.5 0
30728 5298.43 0
9 3068.41 0
2569 1912.33 0
5129 2368.13 0
7689 1648.65 0
10249 3289.13 0
12809 14397.1 0
15369 5428.58 0
17929 5148.17 0
20489 1573.62 0
23049 4618.43 0
25609 6784.2 0
28169 5240.39 0
30729 5056.42 0
10 4960.02 0
2570 9060.01 0
5130 6432.11 0
7690 2950.22 0
10250 2275.33 0
12810 5723.61 0
15370 11582.7 0
17930 11094.6 0
20490 3187.99 0
23050 7943.17 0
25610 5808.47 0
28170 5780.27 0
30730 9641.42 0
11 5035.34 0
2571 1980.21 0
5131 2254.42 0
7691 2817.83 0
10251 5232.38 0
12811 4663.78 0
15371 10576.6 0
17931 10685.1 0
20491 5452.27 0
23051 1930.67 0
25611 3118.7 0
28171 5270.19 0
30731 7417.65 0
12 2502.39 0
2572 4190.56 0
5132 2352.86 0
7692 1564.29 0
10252 2989.06 0
12812 8718.81 0
15372 7145.78 0
17932 18813.7 0
20492 6967.21 0
23052 4326.46 0
25612 3531.66 0
28172 2335.98 0
30732 5408.81 0
13 2096.32 0
2573 1657.83 0
5133 2294.95 0
7693 1699.72 0
10253 1959.99 0
12813 10795.2 0
15373 5921.28 0
17933 9283.61 0
20493 7043.65 0
23053 3223.71 0
25613 3421.27 0
28173 5641.38 0
30733 5622.3 0
14 5107.39 0
2574 2027.57 0
5134 2751.69 0
7694 2402.07 0
10254 3074.4 0
12814 8258.42 0
15374 5157.4 0
17934 11246.5 0
20494 4133.07 0
23054 4292.52 0
25614 4563.85 0
28174 7824.19 0
30734 4976.64 0
15 3795.92 0
2575 4239.64 0
5135 2593.03 0
7695 4603.88 0
10255 3031.57 0
12815 11458.5 0
15375 7628.25 0
17935 5165.3 0
20495 4869.64 0
23055 8586.91 0
25615 4754.76 0
28175 3195.48 0
30735 2585.36 0
16 4606.42 0
2576 3160.77 0
5136 9428.42 0
7696 1716.52 0
10256 3322.41 0
12816 5020.97 0
15376 8640.07 0
17936 7390.68 0
20496 5124.3 0
23056 5992.48 0
25616 3379.1 0
28176 1488.6 0
30736 5180.42 0
17 4532.74 0
2577 9197.58 0
5137 1581.1 0
7697 2326.14 0
10257 2207.12 0
12817 6980.41 0
15377 7305.66 0
17937 8717.18 0
20497 5797.41 0
23057 3020.07 0
25617 6407.04 0
28177 5115.73 0
30737 4470.93 0
18 6926.48 0
2578 1657.83 0
5138 3059.28 0
7698 2428.62 0
10258 2283.9 0
12818 10795.2 0
15378 4723.75 0
17938 10812.3 0
20498 6826.38 0
23058 3685.7 0
25618 3565.93 0
28178 6958.64 0
30738 2680.02 0
19 3340.8 0
2579 2095.45 0
5139 6910.16 0
7699 2209.94 0
10259 3262.76 0
12819 5227.07 0
15379 7603.81 0
17939 6091.34 0
20499 5500.67 0
23059 15676.2 0
25619 4746.2 0
28179 6796.51 0
30739 4377.21 0
20 4039.93 0
2580 9060.01 0
5140 6455.01 0
7700 1471.04 0
10260 4706.15 0
12820 6235.6 0
15380 7560.38 0
17940 11771.4 0
20500 6911.39 0
23060 3455.54 0
25620 5475.15 0
28180 6742.03 0
30740 5325.08 0
21 4901.15 0
2581 3982.57 0
5141 2469.95 0
7701 3000.63 0
10261 2022.64 0
12821 8926.09 0
15381 6835.77 0
17941 6345.65 0
20501 5200.75 0
23061 5475.15 0
25621 2463.17 0
28181 2687.45 0
30741 6684.22 0
22 5829.53 0
2582 2027.57 0
5142 2972.13 0
7702 5246.59 0
10262 2929.42 0
12822 7234.15 0
15382 9184.09 0
17942 10200 0
20502 9299.01 0
23062 1770.31 0
25622 5047.86 0
28182 7697.03 0
30742 4632.06 0
23 5839.32 0
2583 1980.21 0
5143 2468.8 0
7703 7444.01 0
10263 2887.57 0
12823 10737.4 0
15383 7646.32 0
17943 4757.69 0
20503 3464.11 0
23063 1940.33 0
25623 8506.57 0
28183 4686.55 0
30743 5755.23 0
24 3908.89 0
2584 1835.89 0
5144 3415.72 0
7704 2410.64 0
10264 2989.06 0
12824 6091.34 0
15384 7592.12 0
17944 10467.4 0
20504 3584.08 0
23064 1522.54 0
25624 7535.9 0
