1
21592
14432 29616.5 0
15712 17477.3 0
16992 16794.3 0
18272 35586.2 0
19552 20558.8 0
20832 27305 0
22112 13397 0
23392 14063.9 0
24672 10566.8 0
25952 19714.7 0
27232 62454.9 0
28512 44397.5 0
29792 70066.1 0
31072 69260.7 0
32352 106310 0
33632 96962.3 0
34912 22743.1 0
14433 18103.9 0
15713 11394.7 0
16993 23885.2 0
18273 13290.7 0
19553 28688.7 0
20833 28896.5 0
22113 9893.46 0
23393 19265.3 0
24673 9698.54 0
25953 24925.8 0
27233 72401.9 0
28513 68146 0
29793 56755.8 0
31073 49605.3 0
32353 78192.8 0
33633 65455.9 0
34913 31351.4 0
14434 17913.8 0
15714 11784.6 0
16994 30773.1 0
18274 26620.3 0
19554 17166.4 0
20834 29660 0
22114 14044.6 0
23394 22926.7 0
24674 20853.6 0
25954 16597.7 0
27234 32198.7 0
28514 43461.6 0
29794 54035.1 0
31074 66364.4 0
32354 57071.5 0
33634 65491.4 0
34914 44093.1 0
14435 18290.7 0
15715 17738.2 0
16995 20191.5 0
18275 24448.9 0
19555 17251.7 0
20835 23033 0
22115 19258.8 0
23395 9801.64 0
24675 22749.5 0
25955 41451.3 0
27235 67055.5 0
28515 59627.9 0
29795 40964.8 0
31075 74278.5 0
32355 99252.9 0
33635 62000.7 0
34915 27179.3 0
14436 29426.4 0
15716 14998.2 0
16996 20956.7 0
18276 29645.5 0
19556 30961.5 0
20836 14706.6 0
22116 23806.2 0
23396 11984.3 0
24676 63001 0
25956 14508.5 0
27236 60995.5 0
28516 45815 0
29796 60061.2 0
31076 70504.3 0
32356 65481.7 0
33636 112568 0
34916 26422.2 0
14437 29805 0
15717 28223.1 0
16997 18965.7 0
18277 19908 0
19557 18398.7 0
20837 24165.4 0
22117 18406.7 0
23397 15666.7 0
24677 19925.7 0
25957 18572.6 0
27237 60998.7 0
28517 71163.1 0
29797 60104.7 0
31077 78726 0
32357 86651.3 0
33637 69806.8 0
34917 30297.9 0
14438 18102.3 0
15718 18111.9 0
16998 18865.8 0
18278 26135.5 0
19558 17926.7 0
20838 20558.8 0
22118 10545.8 0
23398 10742.4 0
24678 8002.34 0
25958 11502.7 0
27238 41860.5 0
28518 50062.8 0
29798 46295.1 0
31078 63761.3 0
32358 48932 0
33638 56105 0
34918 27079.4 0
14439 29428 0
